A,B
-12.566370614359172,157.91367041742973
-12.516004399471962,156.6503661276015
-12.46563818458475,155.39213534897738
-12.415271969697539,154.1389780815574
-12.364905754810328,152.89089432534158
-12.314539539923118,151.64788408032987
-12.264173325035905,150.40994734652224
-12.213807110148695,149.1770841239188
-12.163440895261484,147.9492944125195
-12.113074680374272,146.72657821232426
-12.062708465487061,145.5089355233332
-12.01234225059985,144.2963663455463
-11.96197603571264,143.08887067896347
-11.911609820825428,141.88644852358476
-11.861243605938217,140.68909987941024
-11.810877391051006,139.4968247464398
-11.760511176163794,138.3096231246735
-11.710144961276583,137.12749501411136
-11.659778746389373,135.95044041475333
-11.609412531502162,134.77845932659943
-11.55904631661495,133.61155174964964
-11.50868010172774,132.449717683904
-11.458313886840529,131.2929571293625
-11.407947671953316,130.1412700860251
-11.357581457066106,128.99465655389184
-11.307215242178895,127.85311653296273
-11.256849027291684,126.71665002323773
-11.206482812404472,125.58525702471684
-11.156116597517261,124.45893753740012
-11.10575038263005,123.33769156128751
-11.055384167742838,122.22151909637901
-11.005017952855628,121.11042014267467
-10.954651737968417,120.00439470017446
-10.904285523081207,118.90344276887838
-10.853919308193994,117.8075643487864
-10.803553093306784,116.71675943989857
-10.753186878419573,115.63102804221488
-10.70282066353236,114.55037015573528
-10.65245444864515,113.47478578045985
-10.60208823375794,112.40427491638854
-10.551722018870729,111.33883756352137
-10.501355803983516,110.27847372185829
-10.450989589096306,109.22318339139937
-10.400623374209095,108.17296657214459
-10.350257159321883,107.12782326409389
-10.299890944434672,106.08775346724737
-10.249524729547462,105.05275718160496
-10.199158514660251,104.0228344071667
-10.148792299773039,102.99798514393252
-10.098426084885828,101.97820939190251
-10.048059869998617,100.96350715107663
-9.997693655111405,99.95387842145485
-9.947327440224194,98.94932320303722
-9.896961225336984,97.94984149582373
-9.846595010449773,96.95543329981437
-9.79622879556256,95.9660986150091
-9.74586258067535,94.981837441408
-9.69549636578814,94.00264977901102
-9.645130150900927,93.02853562781814
-9.594763936013717,92.05949498782942
-9.544397721126506,91.09552785904484
-9.494031506239295,90.13663424146439
-9.443665291352083,89.18281413508802
-9.393299076464872,88.23406753991583
-9.342932861577662,87.29039445594776
-9.29256664669045,86.35179488318379
-9.242200431803239,85.41826882162398
-9.191834216916028,84.4898162712683
-9.141468002028818,83.56643723211674
-9.091101787141605,82.64813170416929
-9.040735572254395,81.734899687426
-8.990369357367184,80.82674118188683
-8.940003142479972,79.92365618755177
-8.889636927592761,79.02564470442087
-8.83927071270555,78.13270673249409
-8.78890449781834,77.24484227177145
-8.738538282931128,76.3620513222529
-8.688172068043917,75.48433388393852
-8.637805853156706,74.61168995682826
-8.587439638269494,73.7441195409221
-8.537073423382283,72.8816226362201
-8.486707208495073,72.02419924272223
-8.436340993607862,71.1718493604285
-8.38597477872065,70.32457298933885
-8.33560856383344,69.48237012945337
-8.285242348946229,68.64524078077201
-8.234876134059016,67.81318494329477
-8.184509919171806,66.98620261702168
-8.134143704284595,66.16429380195271
-8.083777489397383,65.34745849808785
-8.033411274510172,64.53569670542714
-7.983045059622961,63.72900842397057
-7.93267884473575,62.92739365371811
-7.882312629848539,62.130852394669795
-7.831946414961328,61.33938464682559
-7.781580200074117,60.55299041018554
-7.731213985186906,59.7716696847496
-7.680847770299694,58.99542247051779
-7.630481555412484,58.22424876749012
-7.580115340525272,57.45814857566656
-7.5297491256380615,56.697121895047154
-7.47938291075085,55.94116872563186
-7.429016695863639,55.19028906742071
-7.378650480976428,54.44448292041367
-7.3282842660892165,53.70375028461076
-7.277918051202006,52.968091160012
-7.227551836314794,52.237505546617356
-7.177185621427584,51.51199344442685
-7.126819406540372,50.791554853440466
-7.076453191653162,50.07618977365822
-7.02608697676595,49.36589820508009
-6.975720761878739,48.66068014770609
-6.925354546991528,47.960535601536236
-6.874988332104317,47.26546456657049
-6.824622117217106,46.575467042808896
-6.7742559023298945,45.890543030251415
-6.723889687442684,45.21069252889807
-6.673523472555472,44.53591553874885
-6.623157257668261,43.86621205980376
-6.57279104278105,43.20158209206281
-6.522424827893839,42.542025635525974
-6.472058613006628,41.88754269019328
-6.421692398119417,41.23813325606471
-6.371326183232206,40.59379733314027
-6.320959968344995,39.954534921419956
-6.270593753457783,39.32034602090377
-6.2202275385705725,38.69123063159172
-6.169861323683361,38.0671887534838
-6.11949510879615,37.44822038658001
-6.069128893908939,36.83432553088034
-6.0187626790217275,36.2255041863848
-5.968396464134517,35.6217563530934
-5.918030249247305,35.023082031006126
-5.867664034360095,34.42948122012298
-5.817297819472883,33.840953920443965
-5.766931604585673,33.25750013196908
-5.716565389698461,32.67911985469832
-5.66619917481125,32.105813088631685
-5.615832959924039,31.537579833769193
-5.565466745036828,30.974420090110822
-5.515100530149617,30.416333857656586
-5.4647343152624055,29.863321136406473
-5.414368100375195,29.315381926360498
-5.364001885487983,28.77251622751864
-5.313635670600772,28.234724039880916
-5.263269455713561,27.702005363447327
-5.21290324082635,27.17436019821786
-5.162537025939139,26.65178854419253
