A,B
-12.566370614359172,4.898587196589413e-16
-12.516004399471962,0.05034492312502872
-12.46563818458475,0.10056216048000914
-12.415271969697539,0.15052435013401405
-12.364905754810328,0.20010477701304477
-12.314539539923118,0.2491776942772519
-12.264173325035905,0.29761864224251167
-12.213807110148695,0.345304764037483
-12.163440895261484,0.39211511719559666
-12.113074680374272,0.43793098039167827
-12.062708465487061,0.48263615454527015
-12.01234225059985,0.5261172575270017
-11.96197603571264,0.5682640117205371
-11.911609820825428,0.6089695237108075
-11.861243605938217,0.6481305553891564
-11.810877391051006,0.6856477857878411
-11.760511176163794,0.7214260629797918
-11.710144961276583,0.7553746454047706
-11.659778746389373,0.787407432009883
-11.609412531502162,0.8174431806207322
-11.55904631661495,0.8454057139893996
-11.50868010172774,0.8712241129966535
-11.458313886840529,0.8948328965184003
-11.407947671953316,0.9161721875001771
-11.357581457066106,0.9351878648184974
-11.307215242178895,0.9518317005438962
-11.256849027291684,0.9660614822575389
-11.206482812404472,0.9778411201111754
-11.156116597517261,0.9871407383589129
-11.10575038263005,0.9939367511286633
-11.055384167742838,0.9982119222410881
-11.005017952855628,0.9999554089243304
-10.954651737968417,0.999162789313664
-10.904285523081207,0.9958360736663117
-10.853919308193994,0.9899836992629919
-10.803553093306784,0.9816205090091247
-10.753186878419573,0.9707677137899663
-10.70282066353236,0.9574528386751502
-10.65245444864515,0.9417096531090747
-10.60208823375794,0.9235780852641797
-10.551722018870729,0.903104120774344
-10.501355803983516,0.8803396861052277
-10.450989589096306,0.8553425168573665
-10.400623374209095,0.8281760113360176
-10.350257159321883,0.7989090697591511
-10.299890944434672,0.7676159195113844
-10.249524729547462,0.7343759268870447
-10.199158514660251,0.699273395799838
-10.148792299773039,0.6623973539696275
-10.098426084885828,0.6238413271286086
-10.048059869998617,0.5837031018195269
-9.997693655111405,0.5420844773875558
-9.947327440224194,0.49909100779482873
-9.896961225336984,0.4548317339124251
-9.846595010449773,0.4094189069688049
-9.79622879556256,0.3629677038560639
-9.74586258067535,0.3155959350160735
-9.69549636578814,0.26742374564734456
-9.645130150900927,0.21857331099044996
-9.594763936013717,0.1691685264648168
-9.544397721126506,0.11933469344275098
-9.494031506239295,0.06919820145767461
-9.443665291352083,0.018886207652537543
-9.393299076464872,-0.03147368571858658
-9.342932861577662,-0.08175375491782161
-9.29256664669045,-0.13182647865890362
-9.242200431803239,-0.18156486152913412
-9.191834216916028,-0.2308427560776183
-9.141468002028818,-0.2795351827528686
-9.091101787141605,-0.32751864687836935
-9.040735572254395,-0.37467145186216305
-8.990369357367184,-0.42087400784611617
-8.940003142479972,-0.4660091350120305
-8.889636927592761,-0.5099623607753654
-8.83927071270555,-0.5526222101128353
-8.78890449781834,-0.5938804882875184
-8.738538282931128,-0.6336325552544494
-8.688172068043917,-0.6717775910507242
-8.637805853156706,-0.7082188514970529
-8.587439638269494,-0.7428639135622183
-8.537073423382283,-0.7756249097681562
-8.486707208495073,-0.8064187510411644
-8.436340993607862,-0.8351673374440164
-8.38597477872065,-0.8617977562545391
-8.33560856383344,-0.8862424668882686
-8.285242348946229,-0.9084394721961953
-8.234876134059016,-0.9283324757031319
-8.184509919171806,-0.9458710243879243
-8.134143704284595,-0.9610106366433846
-8.083777489397383,-0.9737129150914046
-8.033411274510172,-0.9839456439671287
-7.983045059622961,-0.9916828708252043
-7.93267884473575,-0.9969049723608753
-7.882312629848539,-0.9995987041789873
-7.831946414961328,-0.9997572343846811
-7.781580200074117,-0.9973801609105755
-7.731213985186906,-0.992473512536499
-7.680847770299694,-0.9850497335991815
-7.630481555412484,-0.9751276524306862
-7.580115340525272,-0.9627324336056284
-7.5297491256380615,-0.9478955141182945
-7.47938291075085,-0.930654523651526
-7.429016695863639,-0.9110531891395907
-7.378650480976428,-0.8891412238670813
-7.3282842660892165,-0.8649742013851222
-7.277918051202006,-0.8386134145646502
